group,value
variant,0.00
variant,0.00
variant,0.00
variant,38883.00
variant,0.00
variant,763.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,35.00
variant,31956.00
variant,0.00
variant,0.00
variant,10432.00
variant,3793.00
variant,1214.00
variant,56172.00
variant,0.00
variant,358.00
variant,0.00
variant,0.00
variant,7247.00
variant,0.00
variant,0.00
variant,27162.00
variant,0.00
variant,0.00
variant,0.00
variant,421.00
variant,2120.00
variant,0.00
variant,33449.00
variant,12083.00
variant,12.00
variant,2404.00
variant,0.00
variant,60270.00
variant,371.00
variant,17.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,30.00
variant,1268.00
variant,25.00
variant,2322.00
variant,0.00
variant,0.00
variant,0.00
variant,2193.00
variant,457838.00
variant,1742.00
variant,1221.00
variant,9302.00
variant,0.00
variant,3307.00
variant,433.00
variant,0.00
variant,9238.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7222.00
variant,139414.00
variant,533.00
variant,12014.00
variant,19.00
variant,5333.00
variant,5659.00
variant,0.00
variant,73244.00
variant,0.00
variant,27067.00
variant,0.00
variant,6521.00
variant,0.00
variant,0.00
variant,8728.00
variant,6878.00
variant,0.00
variant,0.00
variant,0.00
variant,5989.00
variant,0.00
variant,29144.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,29525.00
variant,5906.00
variant,1689.00
variant,63119.00
variant,0.00
variant,1784.00
variant,14195.00
variant,6207.00
variant,1887.00
variant,0.00
variant,5227.00
variant,6286.00
variant,5460.00
variant,0.00
variant,0.00
variant,19364.00
variant,6919.00
variant,0.00
variant,0.00
variant,10740.00
variant,8267.00
variant,0.00
variant,23221.00
variant,0.00
variant,15307.00
variant,0.00
variant,65.00
variant,0.00
variant,12346.00
variant,12130.00
variant,0.00
variant,13722.00
variant,2247.00
variant,181.00
variant,0.00
variant,13895.00
variant,8275.00
variant,20930.00
variant,0.00
variant,0.00
variant,20295.00
variant,0.00
variant,14810.00
variant,5626.00
variant,38620.00
variant,0.00
variant,3661.00
variant,0.00
variant,139.00
variant,360.00
variant,11092.00
variant,3029.00
variant,0.00
variant,3238.00
variant,0.00
variant,1593.00
variant,0.00
variant,0.00
variant,2274.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5581.00
variant,0.00
variant,0.00
variant,4785.00
variant,22526.00
variant,1299.00
variant,0.00
variant,10798.00
variant,2796.00
variant,18457.00
variant,0.00
variant,0.00
variant,6444.00
variant,0.00
variant,119960.00
variant,1762.00
variant,0.00
variant,15904.00
variant,0.00
variant,0.00
variant,3513.00
variant,0.00
variant,3593.00
variant,3424.00
variant,2459.00
variant,0.00
variant,0.00
variant,6133.00
variant,0.00
variant,16775.00
variant,1350.00
variant,25485.00
variant,8106.00
variant,0.00
variant,12208.00
variant,3286.00
variant,0.00
variant,0.00
variant,97080.00
variant,0.00
variant,0.00
variant,10000.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,563.00
variant,0.00
variant,0.00
variant,364.00
variant,17625.00
variant,627.00
variant,0.00
variant,20.00
variant,0.00
variant,84279.00
variant,5013.00
variant,0.00
variant,0.00
variant,3507.00
variant,244828.00
variant,0.00
variant,0.00
variant,11063.00
variant,14766.00
variant,0.00
variant,0.00
variant,23321.00
variant,0.00
variant,41.00
variant,0.00
variant,2827.00
variant,34545.00
variant,0.00
variant,3103.00
variant,299.00
variant,0.00
variant,13083.00
variant,0.00
variant,0.00
variant,5743.00
variant,0.00
variant,0.00
variant,41857.00
variant,0.00
variant,3891.00
variant,0.00
variant,1199.00
variant,748.00
variant,24.00
variant,3836.00
variant,0.00
variant,0.00
variant,0.00
variant,2996.00
variant,0.00
variant,2027.00
variant,6431.00
variant,0.00
variant,4243.00
variant,9.00
variant,0.00
variant,3835.00
variant,0.00
variant,0.00
variant,0.00
variant,4809.00
variant,34345.00
variant,0.00
variant,26810.00
variant,3451.00
variant,0.00
variant,296.00
variant,1073.00
variant,15948.00
variant,5505.00
variant,1642.00
variant,7280.00
variant,35836.00
variant,0.00
variant,95775.00
variant,0.00
variant,2012.00
variant,433.00
variant,0.00
variant,8463.00
variant,7967.00
variant,0.00
variant,0.00
variant,0.00
variant,18150.00
variant,4515.00
variant,1875.00
variant,0.00
variant,9009.00
variant,7015.00
variant,156.00
variant,0.00
variant,0.00
variant,0.00
variant,10.00
variant,0.00
variant,95340.00
variant,0.00
variant,9127.00
variant,26480.00
variant,0.00
variant,0.00
variant,63.00
variant,0.00
variant,23453.00
variant,0.00
variant,3727.00
variant,12278.00
variant,7893.00
variant,15012.00
variant,11269.00
variant,63628.00
variant,0.00
variant,2628.00
variant,1357.00
variant,0.00
variant,201.00
variant,115.00
variant,2418.00
variant,37842.00
variant,0.00
variant,187.00
variant,0.00
variant,0.00
variant,0.00
variant,382.00
variant,0.00
variant,0.00
variant,60.00
variant,11949.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,12.00
variant,3781.00
variant,0.00
variant,0.00
variant,6667.00
variant,0.00
variant,0.00
variant,39484.00
variant,2557.00
variant,37105.00
variant,4309.00
variant,929.00
variant,0.00
variant,0.00
variant,0.00
variant,1870.00
variant,9731.00
variant,7545.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3245.00
variant,0.00
variant,3819.00
variant,0.00
variant,0.00
variant,0.00
variant,14418.00
variant,0.00
variant,0.00
variant,61.00
variant,2248.00
variant,0.00
variant,12.00
variant,11661.00
variant,1356.00
variant,17355.00
variant,3452.00
variant,2722.00
variant,9602.00
variant,0.00
variant,2271.00
variant,33724.00
variant,0.00
variant,0.00
variant,2360.00
variant,0.00
variant,99.00
variant,322.00
variant,12610.00
variant,101019.00
variant,2122.00
variant,0.00
variant,0.00
variant,0.00
variant,1785.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,37716.00
variant,8469.00
variant,0.00
variant,0.00
variant,10678.00
variant,0.00
variant,0.00
variant,0.00
variant,142779.00
variant,29195.00
variant,0.00
variant,0.00
variant,1872.00
variant,138297.00
variant,0.00
variant,6944.00
variant,0.00
variant,3.00
variant,144805.00
variant,1542.00
variant,0.00
variant,16299.00
variant,213.00
variant,0.00
variant,987.00
variant,90310.00
variant,0.00
variant,0.00
variant,663.00
variant,25653.00
variant,0.00
variant,22945.00
variant,47831.00
variant,6233.00
variant,0.00
variant,0.00
variant,2090.00
variant,65177.00
variant,0.00
variant,3665.00
variant,0.00
variant,2230.00
variant,3004.00
variant,0.00
variant,0.00
variant,3228.00
variant,0.00
variant,0.00
variant,3721.00
variant,0.00
variant,0.00
variant,0.00
variant,12155.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1686.00
variant,3.00
variant,0.00
variant,0.00
variant,25828.00
variant,0.00
variant,1797.00
variant,0.00
variant,1703.00
variant,1031.00
variant,1505.00
variant,0.00
variant,89.00
variant,1724.00
variant,0.00
variant,21572.00
variant,0.00
variant,0.00
variant,2044.00
variant,2565.00
variant,0.00
variant,0.00
variant,6300.00
variant,0.00
variant,40507.00
variant,0.00
variant,0.00
variant,0.00
variant,8987.00
variant,0.00
variant,4450.00
variant,120.00
variant,41637.00
variant,50.00
variant,0.00
variant,0.00
variant,0.00
variant,56961.00
variant,62872.00
variant,0.00
variant,92.00
variant,0.00
variant,19442.00
variant,0.00
variant,14980.00
variant,8899.00
variant,0.00
variant,0.00
variant,6258.00
variant,8716.00
variant,2074.00
variant,39081.00
variant,1352.00
variant,11.00
variant,100004.00
variant,0.00
variant,0.00
variant,250.00
variant,5028.00
variant,0.00
variant,0.00
variant,106.00
variant,9200.00
variant,0.00
variant,0.00
variant,1423.00
variant,1518.00
variant,15.00
variant,120466.00
variant,65673.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6526.00
variant,1075.00
variant,15343.00
variant,4897.00
variant,0.00
variant,140.00
variant,23514.00
variant,0.00
variant,0.00
variant,14571.00
variant,1829.00
variant,13494.00
variant,13245.00
variant,0.00
variant,4822.00
variant,0.00
variant,0.00
variant,5715.00
variant,0.00
variant,1245.00
variant,540.00
variant,4030.00
variant,0.00
variant,0.00
variant,15365.00
variant,0.00
variant,32763.00
variant,0.00
variant,357.00
variant,60.00
variant,0.00
variant,0.00
variant,692.00
variant,0.00
variant,492.00
variant,0.00
variant,5725.00
variant,0.00
variant,0.00
variant,625.00
variant,0.00
variant,22948.00
variant,0.00
variant,1657.00
variant,1016.00
variant,0.00
variant,4392.00
variant,0.00
variant,26151.00
variant,0.00
variant,0.00
variant,11398.00
variant,0.00
variant,210.00
variant,2604.00
variant,3516.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8784.00
variant,2709.00
variant,0.00
variant,23.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,149.00
variant,0.00
variant,2458.00
variant,837.00
variant,105.00
variant,0.00
variant,12811.00
variant,3402.00
variant,37974.00
variant,139222.00
variant,0.00
variant,20180.00
variant,0.00
variant,27.00
variant,0.00
variant,305336.00
variant,266.00
variant,3.00
variant,0.00
variant,0.00
variant,0.00
variant,41206.00
variant,0.00
variant,0.00
variant,0.00
variant,2454.00
variant,0.00
variant,0.00
variant,19779.00
variant,0.00
variant,0.00
variant,5044.00
variant,0.00
variant,1724.00
variant,0.00
variant,0.00
variant,782.00
variant,0.00
variant,11545.00
variant,0.00
variant,35696.00
variant,0.00
variant,0.00
variant,7487.00
variant,178.00
variant,0.00
variant,10150.00
variant,1254.00
variant,95.00
variant,0.00
variant,561.00
variant,0.00
variant,0.00
variant,0.00
variant,4589.00
variant,0.00
variant,26012.00
variant,65445.00
variant,148.00
variant,0.00
variant,0.00
variant,82636.00
variant,0.00
variant,900.00
variant,54.00
variant,1096.00
variant,0.00
variant,0.00
variant,0.00
variant,3418.00
variant,1379.00
variant,3477.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2299.00
variant,2594.00
variant,0.00
variant,0.00
variant,11476.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6240.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,16298.00
variant,179172.00
variant,1681.00
variant,8770.00
variant,0.00
variant,3546.00
variant,0.00
variant,0.00
variant,75.00
variant,3915.00
variant,2122.00
variant,5393.00
variant,0.00
variant,494.00
variant,0.00
variant,5558.00
variant,0.00
variant,0.00
variant,11.00
variant,136306.00
variant,0.00
variant,17478.00
variant,45316.00
variant,134.00
variant,1308.00
variant,0.00
variant,11892.00
variant,0.00
variant,0.00
variant,987.00
variant,0.00
variant,19.00
variant,295.00
variant,9.00
variant,2039.00
variant,0.00
variant,0.00
variant,0.00
variant,3946.00
variant,1317.00
variant,14131.00
variant,20521.00
variant,349.00
variant,0.00
variant,0.00
variant,0.00
variant,1311.00
variant,65.00
variant,11705.00
variant,20012.00
variant,1937.00
variant,1056.00
variant,0.00
variant,5453.00
variant,11888.00
variant,0.00
variant,6162.00
variant,572.00
variant,0.00
variant,10727.00
variant,0.00
variant,0.00
variant,11031.00
variant,0.00
variant,26131.00
variant,49428.00
variant,270.00
variant,14935.00
variant,84344.00
variant,0.00
variant,1765.00
variant,0.00
variant,882.00
variant,474.00
variant,0.00
variant,0.00
variant,16108.00
variant,2473.00
variant,11859.00
variant,64265.00
variant,2242.00
variant,0.00
variant,3018.00
variant,211.00
variant,16638.00
variant,5130.00
variant,0.00
variant,0.00
variant,0.00
variant,13407.00
variant,0.00
variant,25571.00
variant,0.00
variant,64841.00
variant,0.00
variant,0.00
variant,0.00
variant,26.00
variant,0.00
variant,8100.00
variant,0.00
variant,0.00
variant,0.00
variant,1148.00
variant,17767.00
variant,16.00
variant,1030.00
variant,0.00
variant,0.00
variant,0.00
variant,972.00
variant,7884.00
variant,1986.00
variant,3029.00
variant,0.00
variant,0.00
variant,0.00
variant,780.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,350.00
variant,0.00
variant,1682.00
variant,50342.00
variant,0.00
variant,727.00
variant,1369.00
variant,53.00
variant,0.00
variant,0.00
variant,792.00
variant,0.00
variant,4632.00
variant,8783.00
variant,0.00
variant,0.00
variant,66327.00
variant,40052.00
variant,0.00
variant,56357.00
variant,361.00
variant,0.00
variant,0.00
variant,5516.00
variant,2319.00
variant,0.00
variant,3852.00
variant,5.00
variant,7.00
variant,0.00
variant,0.00
variant,0.00
variant,9002.00
variant,31478.00
variant,0.00
variant,0.00
variant,100.00
variant,599.00
variant,0.00
variant,0.00
variant,63424.00
variant,1672.00
variant,0.00
variant,110.00
variant,317.00
variant,5675.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2168.00
variant,18392.00
variant,0.00
variant,0.00
variant,0.00
variant,3092.00
variant,0.00
variant,1970.00
variant,11514.00
variant,2160.00
variant,0.00
variant,0.00
variant,50.00
variant,346.00
variant,1133.00
variant,0.00
variant,0.00
variant,0.00
variant,1114.00
variant,0.00
variant,5454.00
variant,0.00
variant,0.00
variant,162.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,558.00
variant,3839.00
variant,2760.00
variant,1664.00
variant,24908.00
variant,0.00
variant,0.00
variant,13558.00
variant,54172.00
variant,53385.00
variant,0.00
variant,0.00
variant,18889.00
variant,1596.00
variant,0.00
variant,7805.00
variant,300.00
variant,0.00
variant,6361.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7273.00
variant,3383.00
variant,15.00
variant,20.00
variant,0.00
variant,717.00
variant,0.00
variant,0.00
variant,0.00
variant,5984.00
variant,14147.00
variant,42897.00
variant,6808.00
variant,60.00
variant,0.00
variant,132.00
variant,0.00
variant,1980.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8.00
variant,0.00
variant,0.00
variant,12496.00
variant,301.00
variant,0.00
variant,3985.00
variant,0.00
variant,617.00
variant,0.00
variant,0.00
variant,14499.00
variant,7465.00
variant,7280.00
variant,918.00
variant,0.00
variant,712.00
variant,0.00
variant,43181.00
variant,2882.00
variant,0.00
variant,0.00
variant,227.00
variant,5856.00
variant,0.00
variant,0.00
variant,15219.00
variant,0.00
variant,5852.00
variant,4898.00
variant,1658.00
variant,0.00
variant,8540.00
variant,1045.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,14108.00
variant,23615.00
variant,0.00
variant,0.00
variant,315.00
variant,0.00
variant,45.00
variant,0.00
variant,1714.00
variant,14.00
variant,0.00
variant,3037.00
variant,0.00
variant,1022.00
variant,2829.00
variant,1104.00
variant,6978.00
variant,0.00
